Species;Family;Region;Continent;Realm;First_Observation;IntentionalRelease;Latest_Reference;Latest_Reference_Year
Spodoptera exigua;Noctuidae;Iran;Asia;Saharo-Arabian;;0;Falsafi, H., et al. (2022). Forecasting the potential distribution of Spodoptera exigua and S. littoralis (Lepidoptera, Noctuidae) in Iran. Journal of Asia-Pacific Entomology. 25: 101956;2022
Spodoptera exigua;Noctuidae;South Korea;Asia;Palearctic;;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Spodoptera exigua;Noctuidae;Mexico;North America;Nearctic;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org;2020
Spodoptera exigua;Noctuidae;United States;North America;Nearctic;1876;0;Simpson, A., et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022
Spodoptera exigua;Noctuidae;Hawaii;Oceania;Nearctic;1894;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Spodoptera exigua;Noctuidae;South Africa;Africa;Afrotropical;;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Spodoptera frugiperda;Noctuidae;Angola;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Australia;Australia;Australian;2020;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Australian Oceania Territories;Oceania;Australian;2021;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Burundi;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Benin;Africa;Afrotropical;2016;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Burkina Faso;Africa;Afrotropical;2017;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Bangladesh;Asia;Oriental;2018;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Botswana;Africa;Afrotropical;2017;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Central African Republic;Africa;Afrotropical;2017;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;China;Asia;Oriental;2019;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;China;Asia;Palearctic;2018;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;China;Asia;Sino-Japanese;2019;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Hainan;Asia;Oriental;2019;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Hong Kong and Macau;Asia;Sino-Japanese;2019;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Cameroon;Africa;Afrotropical;2017;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Democratic Republic of the Congo;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Republic of the Congo;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Cabo Verde;Africa;Afrotropical;2017;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Galapagos;South America;Neotropical;2016;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Spodoptera frugiperda;Noctuidae;Egypt;Africa;Saharo-Arabian;2019;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Ethiopia;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Gabon;Africa;Afrotropical;;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Ghana;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Guinea;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Gambia;Africa;Afrotropical;;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Guinea-Bissau;Africa;Afrotropical;2017;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Indonesia;Asia;Oriental;2019;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;India;Asia;Oriental;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Japan;Asia;Oriental;2019;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Spodoptera frugiperda;Noctuidae;Japan;Asia;Sino-Japanese;2019;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Spodoptera frugiperda;Noctuidae;Kenya;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;South Korea;Asia;Palearctic;2019;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Spodoptera frugiperda;Noctuidae;Laos;Asia;Oriental;2019;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Liberia;Africa;Afrotropical;;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Sri Lanka;Asia;Oriental;;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Madagascar;Africa;Madagascan;2017;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Mali;Africa;Afrotropical;;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Myanmar;Asia;Oriental;2018;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Mozambique;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Malawi;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Malaysia;Asia;Oriental;2019;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Namibia;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Niger;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Nigeria;Africa;Afrotropical;2016;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Netherlands;Europe;Palearctic;;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;New Zealand;Oceania;Australian;2022;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Pakistan;Asia;Oriental;2019;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Philippines;Asia;Oriental;2019;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Romania;Europe;Palearctic;2024;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). First report of Spodoptera frugiperda in Romania. EPPO Reporting Service. 01 - 2024: 2024/003;2024
Spodoptera frugiperda;Noctuidae;Rwanda;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Sudan;Africa;Afrotropical;2017;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Senegal;Africa;Afrotropical;2017;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Sierra Leone;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Somalia;Africa;Afrotropical;2017;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;South Sudan;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Sao Tome and Principe;Africa;Afrotropical;2016;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Swaziland;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Seychelles;Africa;Oceanina;2017;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Chad;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Togo;Africa;Afrotropical;2016;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Thailand;Asia;Oriental;2018;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Taiwan;Asia;Oriental;2019;0;Xu, M., et al. (2022). Overseas immigration of fall armyworm, Spodoptera frugiperda (Lepidoptera: Noctuidae), invading Korea and Japan in 2019. Insect Science. 29: 505-520;2022
Spodoptera frugiperda;Noctuidae;Tanzania;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Uganda;Africa;Afrotropical;2016;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Vietnam;Asia;Oriental;2019;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Yemen;Asia;Saharo-Arabian;2018;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;South Africa;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera frugiperda;Noctuidae;Zambia;Africa;Afrotropical;2016;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Spodoptera frugiperda;Noctuidae;Zimbabwe;Africa;Afrotropical;2017;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Spodoptera littoralis;Noctuidae;Albania;Europe;Palearctic;;0;Lopez-Vaamonde, C., et al. (2010). Lepidoptera. Chapter 11. BioRisk. 4: 603-668;2010
Spodoptera littoralis;Noctuidae;Switzerland;Europe;Palearctic;;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
